feature,feature_score
rich_15,0.026159229936585995
investment_4,0.020502128997073998
services_14,0.017288442636349374
virginia_16,0.017009647170971687
travel_9,0.014693220449797312
short_sell_7,0.014577023982207268
oil_2,0.013803594903623862
services_15,0.01350688604333401
markets_9,0.013266422141391452
hedge_16,0.012465345483552718
politics_11,0.011418472149321941
district_14,0.011357245010945916
elections_13,0.010308074256380364
vermont_11,0.010286279358850915
party_9,0.010149566016255471
money_15,0.009997406754108226
companies_11,0.009696779689729821
members_9,0.009464973545125209
financial_5,0.00944561343491358
fun_11,0.009434092831866402
stock_market_11,0.008828070630200904
holiday_13,0.008641673368823058
texas_14,0.00863056219024567
marketing_13,0.008225480501377566
court_12,0.008062488688094853
garden_13,0.007974866686924995
world_15,0.007952222845331888
ring_11,0.007854431485508854
forex_7,0.007841683801520293
secretary_9,0.007773158039301083
legal_10,0.007209688106521922
judge_3,0.007098361180274023
members_3,0.006890482659019091
corporation_1,0.006872225993026293
ceo_16,0.0068623132841312
kitchen_11,0.00685106947577175
service_12,0.006805549272772434
missouri_1,0.0064966280003776345
project_7,0.0062553297297061545
garden_3,0.0061899444618058784
firm_20,0.006039610002337464
ltd_6,0.0059661535487785565
government_3,0.005913158265140871
food_9,0.00590267059483803
environment_20,0.005753346996015638
committee_20,0.00571479317544199
tennessee_4,0.00564979530956242
county_16,0.005581790663595523
unemployment_2,0.005547575296013297
ring_14,0.005528694606992218
portfolio_13,0.005522663880898179
million_4,0.0055097016178475315
dividend_17,0.0054665578332690435
members_8,0.005422411355725221
office_11,0.005314857946877924
consumption_12,0.005157324591758407
elections_20,0.00514976567503373
chance_8,0.005098889311898018
political_12,0.0049730565058689535
cancer_18,0.004807958858661512
stocks_1,0.004723655314219683
bank_9,0.004622717750419532
banking_12,0.004593273993673525
market_1,0.004499561722872639
products_3,0.004483313890908345
products_8,0.004446883354923152
media_16,0.004439352616205202
million_15,0.0044114129282785035
political_20,0.0043299433057591786
social_19,0.0042394578105141145
management_3,0.004221313066509557
inc_17,0.004137584558159286
tennessee_14,0.004089860557743471
profit_9,0.00408124513473586
service_11,0.00399727255506123
served_12,0.003974771926045428
war_15,0.003960135025386624
kentucky_7,0.0038034333092310225
police_11,0.003774452461355925
oil_5,0.003738366385264343
finance_9,0.003654316686356546
committee_9,0.003621335317381865
fed_3,0.0035445144678244345
senate_1,0.0035306072725877604
senate_18,0.003477931377963332
home_16,0.0034655700843027114
financial_4,0.003439455207257341
virginia_8,0.0034150759660578887
security_2,0.003414341672079733
freedom_2,0.003347433070658848
crash_6,0.003224837045772777
seats_16,0.0031905132416671085
products_10,0.003083421711703657
york_4,0.0030453852880849962
tennessee_8,0.0029537631449435197
invest_16,0.002911200214381166
conflict_12,0.002904821390349685
unemployment_14,0.0028143939310010567
project_9,0.0027672425343688058
portfolio_15,0.0027410187219417386
district_4,0.002738637549343643
president_8,0.0027300148064030878
business_14,0.002729026979308647
conflict_11,0.0027266159908720037
economy_12,0.002681133115519013
unemployment_12,0.002681124974858853
risk_5,0.0026805957407494787
headlines_7,0.002535628291144902
banking_8,0.00253249517296372
district_6,0.0025123709167031447
success_11,0.0024854234501400763
carolina_17,0.002482629412564439
world_4,0.002392411186998905
lifestyle_3,0.0023915164972739857
loss_16,0.0023889140774747512
washington_14,0.0023731196289868014
color_14,0.0023391348551416572
health_19,0.0023303690003186285
founded_14,0.002313504294173691
oil_12,0.0022860576575731923
carolina_11,0.0022800380925004325
secretary_10,0.002254091526301745
governor_11,0.0022465893470497247
virginia_20,0.002220631612025385
kitchen_19,0.0022154060745931013
corporation_19,0.002163616002998048
wisconsin_12,0.002141505836046944
freedom_11,0.0021229709702572774
carolina_16,0.002091364631489991
restaurant_1,0.00208774417912216
water_8,0.0020747064847201693
markets_4,0.0020452905953504967
served_7,0.0020402913377162678
inc_9,0.002007593309633863
bank_19,0.0019901911993949273
governor_2,0.0019793402373590933
kentucky_10,0.001969625102119646
trader_16,0.0019542652051801287
crash_20,0.0019388291860046906
court_4,0.0019378203471492996
market_6,0.001896396420237604
tourism_7,0.0018790510064446706
elected_7,0.0018761890582942216
million_7,0.001858152593640413
fine_8,0.001819911778922861
county_10,0.0017685542406427359
revenue_4,0.0017618371036859652
minister_3,0.0017301841716473815
unemployment_11,0.0017210604204002432
return_13,0.001713200884122008
kitchen_4,0.0016929678035176251
forex_17,0.0016873146078401106
law_6,0.0016757876003598428
house_19,0.0016179567825042815
wisconsin_7,0.0015821969386577836
oil_10,0.0015758047990797252
finance_18,0.0015303695219414954
president_3,0.0015150290155130925
college_7,0.0014981276445705407
garden_15,0.0014948530600258595
holiday_16,0.0014904329711817154
environment_10,0.0014462631115011815
default_15,0.0014409317729874467
economy_11,0.0014368177303106444
pennsylvania_11,0.0014311435275385115
president_5,0.0014291709400835705
social_10,0.0014117746335425205
global_3,0.0014018336496902225
office_12,0.0013897727166821516
companies_1,0.0013826654647441947
arts_10,0.0013747184423885126
risk_13,0.0013717766257726396
industry_20,0.0013184894017510551
restaurant_19,0.0012977629500309225
governor_19,0.001261285856760274
office_13,0.0012508892319961539
gains_8,0.0012504784912996804
ceo_11,0.0012449125205692675
present_4,0.001237714469309417
marketing_1,0.0012333944792405113
stats_17,0.001211854532406948
energy_2,0.0011779781658168985
markets_11,0.001114897298838263
food_11,0.00111264306473013
energy_18,0.001112326297583846
marketing_7,0.0010674616752143645
sell_18,0.0010580395820161902
county_17,0.0010575272055315806
financial_20,0.0010575196472102598
illinois_13,0.001041198358001008
ore_4,0.0010405905682690066
bonds_12,0.0010367970346529757
arts_20,0.0010323450598251674
investment_19,0.0010174552287436662
industry_12,0.000994119210315502
sell_4,0.0009617019820467033
industry_13,0.0009600697839439779
car_10,0.0009552369972959195
case_17,0.0009505245158758518
illinois_7,0.0009482240487562768
companies_3,0.0009416068716639527
secretary_12,0.0009194088337267778
republican_13,0.0009126139728022996
politics_17,0.0008774283564708659
elected_11,0.0008728817609176372
judge_8,0.0008638114830498034
transaction_14,0.0008517319052809771
home_5,0.000819283181161727
secretary_18,0.0008115499162890605
market_17,0.0007967278509555304
rights_12,0.000780400708322481
consumption_19,0.0007715163177207794
home_3,0.0007653808629470422
buy_10,0.0007317595626832786
stocks_11,0.0007256287597651979
global_19,0.0007175044154692089
ring_15,0.0007074577799056817
judge_4,0.0006945794713020631
business_11,0.0006938886815977654
community_11,0.000687893075405676
cash_5,0.0006838145082526696
gold_18,0.0006830998791032644
revenue_15,0.0006713655693302111
economics_4,0.0006614749484210483
technology_18,0.0006560856002543353
democratic_19,0.0006534742958921707
portfolio_4,0.0006385026173094736
secretary_13,0.0006375156605515728
present_10,0.000635517516799914
gain_5,0.000631674298395902
portfolio_5,0.0006298420913380496
county_15,0.0006184201168240701
pennsylvania_4,0.0006146380314172608
york_16,0.0005845471364177121
stocks_12,0.00057423113002553
government_16,0.0005691570807411867
banking_1,0.0005646818507698898
tourism_1,0.0005596497689135963
dividend_3,0.0005558138695072729
finance_16,0.0005529863070390927
security_20,0.0005485082042331795
minister_7,0.0005456407238082084
police_4,0.0005456092756262712
nasdaq_8,0.000536628153370418
garden_18,0.0005252248930174667
credit_20,0.0005251013321982027
movement_7,0.0005241751143409761
members_13,0.0005147662719017328
trader_19,0.0005045998559791722
governor_16,0.00049510368916743
ceo_3,0.00047472638719071034
ltd_20,0.00045908491603555916
war_17,0.0004589429625002074
